Input,Heuristica 0,Metaheuristica 0,Tiempo Total 0,Heuristica 1,Metaheuristica 1,Tiempo Total 1,Heuristica 2,Metaheuristica 2,Tiempo Total 2
instances/real/real_instance,788.2,714.5,63,1770.3,727,417,8857,705.6,303
